MATRICULA,NOME,REPROVACOES_DE,REPROVACOES_EM,REPROVACOES_MF,REPROVACOES_GO,NOTA_DE,NOTA_EM,NOTA_MF,NOTA_GO,INGLES,H_AULA_PRES,TAREFAS_ONLINE,FALTAS,PERFIL,DESV_ENT_NOTAS,SUM_NOTAS
399992,Jacinto Daniel da Silva,0,0,0,0,6.1,6.4,5,6.2,0,3,4,6,EXATAS,0.62915,2.9978
309127,Cristiano Valverde Júnior,0,0,0,0,4.6,4.4,4.7,,1,4,5,2,EXATAS,0.15275,2.0551
767764,Mateus Leandro Borba Júnior,1,1,3,1,0,0,0,0,1,4,5,3,DIFICULDADE,0,0.5
179612,Brenda de Souza,0,0,0,0,5.9,4.8,5.2,,1,1,5,4,EXATAS,0.55678,"2318,00"
731722,João Ayrton de Pereira da Silva,0,0,0,0,7.8,7.7,8.5,7.2,0,3,1,6,HUMANAS,0.53541,3.9366
157675,Mel Kátia da Paixão,1,3,1,1,0,0,0,,1,3,5,4,DIFICULDADE,0,0.5774
581301,Gabrielle de Peixoto Gomes,0,0,0,0,6.3,6.1,7.8,5.6,0,12,2,3,HUMANAS,0.94692,3.3837
576882,Terezinha Tânia de Britto Dutra,1,1,1,1,0,0,0,0,,3,5,3,DIFICULDADE,0,"0,00"
498964,Cristina Andréia de Barbosa da Silva,1,1,1,1,0,0,0,0,1,4,0,2,DIFICULDADE,0,0.5
441196,Alberto Martin Claodoson,0,0,0,0,6,5.8,5.5,5.8,1,2,5,4,EXATAS,0.20616,2.3543
124998,Arilda Tatiane de Alves Schneider,0,0,0,0,6.1,6.3,4.8,5.9,1,0,4,4,DIFICULDADE,0.6702,"2418,00"
424104,Matilde de Menezes Udliluz,0,0,1,1,6.4,5.1,0,0,1,2,0,4,DIFICULDADE,3.36192,2.4295
657571,Jenny Eizson da Luz,1,3,1,1,0,0,0,0,1,2,2,6,DIFICULDADE,0,0.5
987780,Gabriel Gernuaian de Drummond,0,0,0,0,6.5,6.6,4.8,4.8,1,2,3,5,EXATAS,1.01119,"2358,00"
210472,Rosilda Ruiniko de Pinheiro,0,0,0,0,7.4,7.2,8.2,6.2,1,7,6,3,EXCELENTE,0.8226,3.2057
280608,Otto de Alvim,0,0,0,0,6,6.6,6.2,,0,5,1,7,EXATAS,0.30551,3.7005
623673,Isabela Bete Anoloan,3,1,1,1,0,0,0,,,3,3,3,DIFICULDADE,0,"0,00"
130880,Charles Geraldo de Pereira,0,0,0,0,6.4,6.4,5.6,5.6,1,4,4,6,EXATAS,0.46188,2.4624
877981,Helder de Chaves,1,1,1,1,0,0,0,,1,3,2,6,DIFICULDADE,0,0.5774
241056,Lisa do Amazonas Pimenta Fedomtepo,3,1,1,1,0,0,0,0,1,2,2,4,DIFICULDADE,0,0.5
393382,Celina Ana Feiman da Paixão de Noronha,0,0,0,0,6.5,5.4,7.3,6.7,1,9,5,2,HUMANAS,0.7932,"2846,00"
510861,Lúcia Rosângela Uozsis,0,0,0,0,6.7,6.6,6,6.4,0,4,5,3,EXATAS,0.30957,3.1765
189446,Altino Nhakebu Geze,0,0,0,0,6.7,6.2,5.5,5.2,1,1,5,6,EXATAS,0.67823,2.3543
475380,Leonara de Godoy Eaoman Rosatto,0,0,0,0,8.2,8.4,9.3,8.5,1,6,3,2,EXCELENTE,0.48305,3.8876
489523,Diego de Souza Ofouaman da Silva,0,0,0,0,6,5.5,6,4.8,1,3,2,6,DIFICULDADE,0.56789,2.2706
621335,Dionísio Pinto,0,0,0,0,5.2,5.2,4.7,5.4,1,3,2,4,DIFICULDADE,0.29861,"2071,00"
240612,Violeta Andressa de Ferraz Tizi,0,0,0,0,6.7,6.7,5.1,5.5,0,2,3,5,EXATAS,0.82462,2.9624
999383,Verônica Mara da Lira,0,0,0,0,7.7,7.7,8.4,7.9,0,19,7,2,EXCELENTE,0.3304,4.0108
740346,Berenice de Medeiros,0,0,0,0,7.1,7.6,9.5,7.6,0,5,0,2,EXCELENTE,1.05987,"4213,00"
256978,Bento Vyppoavic,1,3,1,1,0,0,0,0,,1,2,3,DIFICULDADE,0,"0,00"
834307,Rute Maria Enora,0,0,0,0,5.4,5.6,4.5,,1,4,2,6,EXATAS,0.58595,2.4021
641566,Isaías da Silva,1,1,1,3,0,0,0,0,1,2,0,8,DIFICULDADE,0,0.5
131499,Ana Guiomar de Andrade,0,0,0,0,7,7.4,6.5,6.5,0,5,5,3,EXATAS,0.43589,3.4264
815891,Susan Janaína da Silva Himuchige,0,0,0,0,5.8,6,5.8,,1,1,3,7,EXATAS,0.11547,2.8308
350593,Elisângela Tina de Sales,1,1,1,1,0,0,0,0,0,3,2,6,DIFICULDADE,0,"0,00"
105480,Zuleide Keyla de França,0,0,0,0,6.4,7,5.8,5.4,0,13,5,1,EXATAS,0.7,3.1086
288924,Ivete Alana Aseao,0,0,0,0,6.2,6.3,6.5,5.9,0,2,3,3,EXATAS,0.25,3.1266
966711,Andréia Luara Hemede,0,0,0,0,6.2,5.4,6,5.7,1,15,6,4,EXATAS,0.35,2.3627
978439,Mayra Adrielle da Paixão,0,0,0,0,6,5.4,5.5,5.9,0,4,2,3,EXATAS,0.29439,2.8083
132012,Samuel Juan Ombo,0,0,0,0,6.9,6.8,5.2,5.2,,17,6,4,EXATAS,0.9535,0.9238
449209,Gabriela de Cardozo da Nóbrega,0,0,1,1,6.4,6.5,0,0,1,3,2,5,DIFICULDADE,3.72413,3.1192
643951,Verônica Juliana Seixas de Matos,3,1,1,1,0,0,0,,1,5,2,3,DIFICULDADE,0,0.5774
676045,Ricardo Marcelo de Souza Gomes Torres Júnior,3,3,1,1,0,0,0,0,1,7,4,3,DIFICULDADE,0,0.5
108440,Paula Luzinete de Queiroz,0,0,0,0,7,7.1,6.1,6.2,1,6,4,3,EXATAS,0.52281,2.7701
902297,Suzana Adriana de Moreira,0,0,0,0,6.9,6.6,7.5,,0,14,5,3,HUMANAS,0.45826,4.0951
242452,Christie Unteman,0,0,0,0,6.4,5.8,4.6,5.3,1,2,1,2,EXATAS,0.76322,2.1731
850616,Miguel Avelino Phatozynchen,0,0,0,0,5.6,6,6.1,4.8,,0,0,6,EXATAS,0.5909,0.7234
823852,Alessandre de Pereira da Silva,0,0,0,0,6.4,6.4,6.1,,0,3,2,6,EXATAS,0.17321,3.6116
657510,Edinaldo Álvaro de Souza Shiwako Terceiro,1,1,1,1,0,0,0,0,1,3,0,4,DIFICULDADE,0,0.5
450581,Eliane dos Santos Puma Duque,0,0,0,0,7.8,8.5,8.2,7.7,0,13,5,3,MUITO_BOM,0.36968,4.08
150716,André Rodrigo de São Pedro Negrão,0,0,0,0,7.3,7.7,6.9,,1,7,3,3,EXCELENTE,0.4,3.6592
647842,Isac Phebeosoer,3,1,3,1,0,0,0,0,1,4,1,7,DIFICULDADE,0,0.5
631477,Jardel da Silva de Ramos Rorawozo,0,0,3,1,5.9,5.1,0,0,0,3,0,4,DIFICULDADE,3.19218,2.55
507587,Andréia Ai Maciel,0,0,0,0,5.5,5.8,6.3,,,2,1,7,EXATAS,0.40415,0.3536
593235,Damares Oreastoson de São Pedro,0,0,0,0,5.8,6.2,6.8,4.3,1,5,2,4,HUMANAS,1.06575,2.6107
288882,Nádia Rosana de Teixeira Herrera,0,0,0,0,6.1,5.5,5.1,4.5,1,1,5,6,DIFICULDADE,0.6733,2.0581
534618,Ricardo Tebeta Voanson,0,0,0,0,6.5,5.5,6,,,3,5,3,EXATAS,0.5,0.3536
574231,Wanda Marlene Itokla,0,0,0,0,7.8,7.9,9.3,,0,12,5,3,EXCELENTE,0.83865,5.0143
735799,Ana dos Santos da Silva,1,1,1,1,0,0,0,0,0,2,2,6,DIFICULDADE,0,"0,00"
242663,Alessandra Cebofro de Leão,0,0,0,0,7.1,7.3,8.7,6.8,0,2,4,4,HUMANAS,0.84212,3.8842
472095,Suzanne de Melo,0,0,0,0,5.2,4.5,5.1,5.2,0,4,3,6,DIFICULDADE,0.33665,"2486,00"
817394,Alan de Almeida Ximenes do Maranhão,0,0,0,0,6.3,6.5,6.5,5,1,5,6,4,EXATAS,0.72284,2.5981
257757,Ademar Vitor da Serra Idaiom,0,0,0,0,6.5,5.4,5.2,,,2,3,3,EXATAS,0.7,0.1414
708766,Xilena de Arruda,0,0,1,1,6.5,6.2,0,0,1,2,1,7,DIFICULDADE,3.66822,"2971,00"
489949,Avelino Maciel de Meireles,1,3,1,1,0,0,0,,,14,0,3,DIFICULDADE,0,"0,00"
667302,Beto Márcio de Souza,0,0,0,0,7.9,7.2,7.3,6.1,1,2,2,6,HUMANAS,0.75,2.9833
156613,Heloísa Graziele de Souza Chae,0,0,0,0,7,6.8,6.3,5.7,,7,5,4,EXATAS,0.58023,0.5508
729987,Benjamin Bahia,0,0,0,0,6.4,6.6,5.2,6.3,1,3,2,5,EXATAS,0.62915,2.5876
873661,Jaziel do Nascimento da Silva,1,1,1,1,0,0,0,0,,4,5,2,DIFICULDADE,0,"0,00"
454762,Luara Bernadete de Linhares,1,1,1,1,0,0,0,0,1,3,1,7,DIFICULDADE,0,0.5
273282,Plínio da Silva Tulião,0,0,0,0,5.9,4.9,7,5,,3,3,3,DIFICULDADE,0.97639,1.1846
408328,Flávio Elói Cenym Uezada,0,0,0,0,6.2,5.9,5.8,5.5,0,9,2,6,EXATAS,0.28868,2.8717
789708,Luís César Firre,0,0,0,0,4.6,4.8,4.6,4.7,1,3,2,6,DIFICULDADE,0.09574,1.8518
243544,Matilde Luzimara de Pimentel da Silva,3,1,1,3,0,0,0,0,1,3,2,3,DIFICULDADE,0,0.5
153237,Romildo Alan de Tavares,0,0,0,0,6.4,6.2,5.5,6,1,5,2,3,EXATAS,0.38622,2.4676
584171,Amélia Heloísa da Silva,0,0,0,0,6.5,5.6,6.8,4.8,,3,1,3,HUMANAS,0.90692,1.0066
150343,Eulália de Gusmões Parraov Husi,0,0,0,0,5.6,5.5,4.9,5.6,1,1,2,6,EXATAS,0.33665,2.1886
398537,Olga Yeda de Munhoz da Gama,0,0,0,0,7.8,8.3,9,8.1,1,13,5,3,EXCELENTE,0.5099,3.7532
539340,Aldo Karl Herrera,0,0,0,0,6.8,6.7,7.3,,0,7,7,2,HUMANAS,0.32146,4.0526
558956,Marta Matilde Gomes,0,0,0,0,7.1,6.5,6.6,4.9,1,5,0,3,HUMANAS,0.9535,2.6185
287236,Rodolfo de Meireles Ritolpri da Mata,0,0,0,0,6.8,7.5,6.1,6.6,1,0,4,3,EXATAS,0.58023,2.9246
667020,Angélica Walderice de Holanda,0,0,0,0,5,5.3,6.4,6.2,1,1,4,4,DIFICULDADE,0.68007,"2529,00"
343255,Túlio de Paranhos,1,1,3,1,0,0,0,0,1,6,2,3,DIFICULDADE,0,0.5
473735,Solange Felícia Hipa Teoiov,0,0,0,0,7.6,7.4,5.9,6.1,1,17,6,6,MUITO_BOM,0.87369,2.8131
340416,Sâmia Damares Sanches,1,1,3,1,0,0,0,0,0,9,2,3,DIFICULDADE,0,"0,00"
847931,Wellington Ricardo de Borges dos Santos Neto,0,0,0,0,6.6,7.1,7.5,5.8,1,13,4,3,HUMANAS,0.73258,2.9894
255586,Adriana Faizer,0,0,0,0,7.5,7.8,8,7.7,0,18,5,3,MUITO_BOM,0.20817,3.9187
310022,Marcielle Amison,0,0,0,0,6.9,6.5,5.8,4.8,1,1,5,3,EXATAS,0.92014,2.4514
835689,Francielle de Tavares,0,0,0,0,6.6,5.3,6.4,6.4,1,4,2,6,EXATAS,0.5909,2.5695
115785,Olívia Érica Borba da Silva Igreja,0,0,0,0,6.7,5.7,6.3,5.5,1,4,1,3,EXATAS,0.55076,2.4405
101106,Francielle Dilma de Arantes Tamias Gomes,0,0,0,0,5.6,5.5,5.5,5.6,1,0,1,6,EXATAS,0.05774,2.2672
632491,Fabrício Zugigi,0,0,0,0,7.2,7.4,8.1,,1,8,4,4,MUITO_BOM,0.47258,3.9128
764442,Armando Jason da Encarnação,0,0,0,0,6,6.3,4.7,4.8,,3,2,6,DIFICULDADE,0.81854,0.8963
470867,Carlos Osório Mercado dos Santos de Medeiros,1,1,1,1,0,0,0,0,0,4,0,6,DIFICULDADE,0,"0,00"
559449,João Nicolas Eobi Júnior,0,0,0,0,4.5,5.6,4.6,4.7,,4,7,3,DIFICULDADE,0.50662,0.5508
146352,Kelly Jussara Foyplison,0,0,0,0,7.5,8.1,6.9,7,0,12,5,3,EXCELENTE,0.55,3.7068
719135,Ramon Victor Uaov Júnior,0,0,0,0,5.9,4.7,6.8,5.1,1,3,2,6,HUMANAS,0.92871,2.4427
839438,Quitéria Olga de Figueira da Silva,0,0,0,0,6.8,5,6.7,4.3,0,5,2,6,HUMANAS,1.24633,2.8507
197174,Bruna Sabrina de Oliva Guedes,0,0,1,1,7.4,7.6,0,,1,4,0,3,EXATAS,4.33128,4.1296
821985,Zara Clara Brantamio,0,0,0,0,6.3,5.8,7,4.5,1,15,5,3,HUMANAS,1.05515,2.5928
386811,Teresa Eleriane Iutaer,0,0,0,0,6.7,5.7,6.8,5.4,0,5,6,3,HUMANAS,0.70475,3.0434
597174,Brenda Luara Minultocho,0,0,0,0,6.3,6.6,7.8,5.2,1,9,0,8,HUMANAS,1.06888,2.9637
771810,Albino dos Santos Vopli Júnior,0,0,0,0,6.6,6.7,7,6.3,,3,0,3,HUMANAS,0.28868,0.3512
341359,Rodrigo Wagner da Silva,0,0,0,0,6.6,5.8,5.5,5.1,0,3,2,3,EXATAS,0.63509,2.7483
857917,Karin Flia,0,0,0,0,6.3,6.7,5,5.9,1,5,4,1,EXATAS,0.72744,2.5305
484524,Hellen da Silva Eamman Wunfazvobby,0,0,0,0,6.4,6.3,5.6,7.3,0,2,5,3,EXATAS,0.69761,3.2752
368625,Diogo Leo da Mata,0,0,0,0,6.6,5.1,5.9,5.2,,3,3,3,EXATAS,0.69761,0.4359
354195,Juliana Ivanete Odonvic,1,1,1,1,0,0,0,0,1,5,5,3,DIFICULDADE,0,0.5
573501,Priscila Econarnbo,0,0,0,0,6.8,5.9,5.2,5.2,0,2,3,3,EXATAS,0.75884,2.7366
423293,Marcielle Eleriane de Santana Ynpu,0,0,0,0,5.7,5.5,5.6,5.9,1,11,5,3,EXATAS,0.17078,2.3395
394463,Maurício Igraison Gomes Hepo,0,0,0,0,6,6.7,7.1,5.9,1,4,2,3,HUMANAS,0.57373,2.8277
431412,Marli do Vale Gutierrez Banhos,0,0,0,0,5.6,5.1,7.7,5.9,1,3,2,6,HUMANAS,1.13248,2.8336
359010,Regina Amimvic,0,0,0,0,6.2,6.2,5.1,5.8,1,2,4,3,EXATAS,0.51881,2.3936
362781,Elói Jardel Orne,0,0,0,0,5.7,5,7,4.6,1,2,2,5,HUMANAS,1.05317,"2498,00"
313429,Marco de Sá Posefuda,0,0,0,0,5.5,5.2,5,5,,12,2,5,EXATAS,0.23629,0.1155
579105,Avelino Guedes,1,1,1,3,0,0,0,0,0,2,3,3,DIFICULDADE,0,"0,00"
216382,Manuel Fred de Barros Eltravic Neto,0,0,0,0,6.4,6.8,5.3,,,3,2,6,EXATAS,0.77675,1.0607
879762,Mayara Maiman Yshovic,0,0,1,1,5.1,4.8,0,,1,9,2,4,DIFICULDADE,2.86182,2.5325
366043,Oliver Nagule,0,0,0,0,6.2,6.4,5.8,6.3,1,2,0,8,DIFICULDADE,263,2.5966
599566,Vânia Lígia Eabo da Serra,3,1,1,1,0,0,0,0,1,4,3,6,DIFICULDADE,0,0.5
381493,Madalena Caroline Pinhão Paim,0,0,0,0,6.4,6.5,6.1,5.4,1,5,1,5,EXATAS,0.49666,"2541,00"
335054,Aurélio Ufrau,0,0,0,0,6.8,6.9,5.6,,,5,2,6,EXATAS,0.72342,0.9192
554941,Dante Benedito Nogaspa Nueme Júnior,3,3,1,1,0,0,0,0,1,4,5,3,DIFICULDADE,0,0.5
619924,Lili Nair Prates,0,0,0,0,6.8,6.3,6.8,5.3,0,3,3,4,HUMANAS,0.70711,3.1294
885073,Giovanni Baltazar Emenfige Júnior,0,0,0,0,6.6,6.1,5.2,6.5,,4,4,4,EXATAS,0.6377,0.6658
718049,Keyla Oiloalov,0,0,0,0,7.3,7.5,7.9,6.3,1,9,2,5,HUMANAS,0.68069,3.19
233978,Ângelo Zeca Vaz Asza,0,0,0,0,6.4,5.6,6.6,6.6,0,4,4,4,HUMANAS,0.4761,3.1686
422480,Mônica Jandira Avuio de Machado,0,0,0,0,7.2,6.8,5.8,6.7,0,10,7,1,EXATAS,0.5909,3.2479
497909,Walter Sandro da Graça,0,0,1,1,6.7,6.2,0,0,,3,0,5,DIFICULDADE,3.7295,3.5796
416400,Beatriz Yszuoe de Barboza Yozu,0,0,0,0,7.3,7.7,6.3,,1,4,2,6,EXATAS,0.72111,3.5341
279251,Amanda Patrícia da Silva,0,0,0,0,6.5,5.8,5.6,5.7,1,3,1,6,EXATAS,0.40825,2.3514
611081,Celeste Dias,1,1,1,1,0,0,0,0,1,3,2,3,DIFICULDADE,0,0.5
850798,Álvaro Paulo da Paixão de Souza Espada,1,1,1,1,0,0,0,,1,7,2,6,DIFICULDADE,0,0.5774
584492,Maria Manuela Degoze,0,0,0,0,6.9,6.9,7.7,6.3,0,3,0,8,HUMANAS,0.57446,3.5302
266590,Melanie Ana Amou Tsusuke,0,0,0,0,6.4,6.8,5.6,5.4,1,5,4,6,EXATAS,0.66081,"2543,00"
415954,Marielle Ornshuvame Nyno da Silva,0,0,0,0,7.5,5.7,7.3,7,0,11,5,2,HUMANAS,0.80984,3.4049
294145,Romildo Adílson de Barbosa,0,0,0,0,5.4,5.6,5.3,5.7,0,10,5,1,EXATAS,0.18257,2.7719
399881,Juliano Ikoka de Magalhães Naves,0,0,1,1,5.3,5.1,0,0,1,2,3,3,DIFICULDADE,3.00333,2.4295
190752,Fred de Monteiro,0,0,0,0,5.8,6.3,4.9,4.6,1,2,3,4,DIFICULDADE,0.7874,2.2583
558786,Bárbara Núbia Efesviã de Godoy,0,0,0,0,6.1,6.3,6.5,5.1,0,2,4,5,EXATAS,0.62183,3.0467
896519,Charles Manoel de Salvador,0,0,1,1,6.5,5.9,0,0,1,8,5,3,DIFICULDADE,3.58794,"2823,00"
947883,Clara Andressa Unttamnevic Elconoson,0,0,0,0,5.5,5.9,5.6,6,1,2,2,6,EXATAS,0.23805,2.4226
443771,Núbia de Pacheco Sudaemmen,0,0,0,0,6.3,6.5,5.1,5.2,1,12,6,2,EXATAS,0.72744,2.3868
557635,Ezequiel Marcos Klein Kutenemi,0,0,1,1,5.6,5.6,0,0,,1,5,6,DIFICULDADE,3.23316,3.2332
330300,Juliana Oaeson de Ferraz,1,1,3,1,0,0,0,0,1,3,4,6,DIFICULDADE,0,0.5
536961,Jackson Luciano Vabbanchie Roima Ornvate Júnior,0,0,0,0,4.9,4.5,4.7,4.7,1,1,2,3,DIFICULDADE,0.1633,1.8191
747629,Suellen Odasson de Azevedo,0,0,0,0,5.8,6.1,5.1,4.9,1,2,6,3,DIFICULDADE,0.56789,2.2456
210106,Moacyr Juan de Padilha Gomes,0,0,0,0,5.2,5.8,5.9,5,,2,2,3,EXATAS,0.44253,0.4933
220823,Benjamin Helder da Silva Schneider Júnior,0,0,0,0,4.9,5.7,4.9,5.2,1,2,0,3,DIFICULDADE,0.37749,2.1587
788846,Ayrton do Amaral Pimenta,0,0,0,0,5.6,5.5,7.1,5.4,,2,5,3,HUMANAS,0.80416,0.9539
599966,Maria Amália da Silva Dutra,0,0,0,0,6.7,6.6,5.8,5.7,1,4,1,6,EXATAS,0.52281,2.5487
457307,Benedito Branco,0,0,0,0,5.2,5.4,6.1,4.7,0,7,5,3,EXATAS,0.58023,2.7598
693017,Lívia Velma de Cardoso da Silva Samflydo,0,0,0,0,6.6,5.7,6.1,4.9,,1,2,6,EXATAS,0.71822,"611,00"
565844,Adriano Áureo Câmara do Espírito Santo,0,0,0,0,6.2,6,6.7,6.6,1,6,2,5,HUMANAS,0.3304,2.7342
826954,Raul Cirilo Sokiroka,0,0,0,0,5.7,4.9,4.6,,0,2,2,6,DIFICULDADE,0.56862,2.7465
219641,Angélica Vera Schmidt,0,0,0,0,7.1,6.5,7.5,5.7,1,2,6,4,HUMANAS,0.78316,2.8791
343321,Fred de Oliveira da Silva,0,0,0,0,6.9,6.8,7.5,,0,5,5,3,DIFICULDADE,0.37859,4.1429
333552,Isaías Jairo de Souza Barroso,0,0,0,0,7.3,7.9,8.1,,0,4,5,2,HUMANAS,0.41633,4.6199
108611,Rosana Brenda de Chaves da Paz,1,1,1,3,0,0,0,0,1,2,4,4,DIFICULDADE,0,0.5
919865,Thiago Maonman de Sampaio,0,0,0,0,6,5.1,6.6,5.8,1,2,3,3,EXATAS,0.61847,2.4932
413856,Alex Armando Aoirne,1,1,1,1,0,0,0,0,1,8,5,3,DIFICULDADE,0,0.5
480313,Maria da Silva Torres de Souza,0,0,0,0,6.2,7,6.5,5.9,,16,5,2,EXATAS,0.46904,0.5508
721130,Laila Mariana da Paraíba,1,1,1,1,0,0,0,,1,3,4,3,DIFICULDADE,0,0.5774
663366,Kauê Thiago de Campos Pekutsu Júnior,0,0,0,0,7,7.1,4.6,5.6,,11,6,1,EXATAS,1.19826,1.2583
842768,Nádia Thaíssa Penedo,0,0,0,0,6.9,6,6.6,6.1,0,4,2,3,DIFICULDADE,0.42426,3.1277
488000,Mayra Larissa Arny,0,0,0,0,6.1,5.4,4.6,5.6,1,3,2,4,DIFICULDADE,0.62383,"2144,00"
225614,Natália Anne da Silva,0,0,0,0,6.7,6.5,5.3,6.3,1,4,2,7,EXATAS,0.62183,2.5708
768832,Maria Otávia Yamirnsiman de Bueno,0,0,0,0,6.7,6.7,5.7,5.2,0,7,5,5,EXATAS,0.75,2.9989
103934,Celeste Gomes,1,1,1,1,0,0,0,0,0,4,5,2,DIFICULDADE,0,"0,00"
441361,Kim Táles Clunlinoman Neto,0,0,0,0,5.5,6.1,5.6,5.5,1,17,0,5,DIFICULDADE,0.28723,2.3812
453321,Aline Tlabião,0,0,0,0,7.5,7.7,8.4,7.4,,13,5,3,MUITO_BOM,0.45092,0.5132
681655,Décio Rosatto Guedes,0,0,0,0,7.3,6.9,8,6,0,14,0,8,MUITO_BOM,0.83467,3.5781
283216,Cleuza Júlia Lanu da Silva,0,0,0,0,6.8,5.6,6.2,6.5,1,12,5,3,DIFICULDADE,0.51235,2.5773
420637,Elizabete Estrada,0,0,0,0,6.4,6,4.9,4.7,1,3,3,6,EXATAS,0.82865,2.1764
760182,Quênia Teresa da Silva dos Santos Urnra,0,0,0,0,6.1,5.9,6,6.1,,2,3,3,EXATAS,0.09574,0.1
342314,Zulmira Nunes,0,0,0,0,6,4.7,4.6,,1,8,1,3,DIFICULDADE,0.78102,2.1079
157938,Laerte Waopi de Campos,1,1,1,1,0,0,0,0,1,3,1,6,DIFICULDADE,0,0.5
516720,Junior Hércules de Pereira Mineiro,0,0,0,0,6.9,6.6,5.6,5.4,0,4,4,4,EXATAS,0.73655,2.9799
955372,Núbia Regina Rosa,0,0,0,0,6.5,6.7,8.3,7.1,1,7,5,2,MUITO_BOM,0.80623,3.2551
609148,Mônica do Rio de Parreira,0,0,0,0,7.4,7.6,8.2,6.7,1,5,2,5,EXCELENTE,0.61847,3.3079
308366,Jesus Feneatolan Pikogohi,0,0,0,0,6.4,5,6,5,1,5,5,5,EXATAS,0.71181,2.2174
948456,Ayrton Juan Góis de Meireles,0,0,0,0,7.1,6.1,6,5.5,0,3,2,4,EXATAS,0.6702,2.9451
351870,Ana Ysoches Uostroman,0,0,0,0,7,6,5.2,,0,7,2,6,EXATAS,0.90185,3.2578
459066,Clarice Fontes da Cruz,0,0,0,0,6.7,7.2,6.6,6.1,,3,4,3,EXATAS,0.45092,0.5508
397721,Tainá Daniela Sijau,0,0,0,0,4.2,4.2,5.2,5.3,0,4,5,4,DIFICULDADE,0.60759,2.4998
107039,Walderice de Alencar Naves,0,0,0,0,5,5.4,5.8,5.1,1,3,0,4,DIFICULDADE,0.3594,2.2351
545850,Milene de Malta Avroyo,0,0,0,0,4.2,4.3,6.1,4.8,1,3,5,3,DIFICULDADE,0.87369,2.1703
988624,Luciana Sabrina Sozeega,0,0,0,0,7.5,8,9.4,7.7,0,7,3,3,MUITO_BOM,0.85829,4.2484
346704,Hugo Ideaplil,0,0,0,0,6,6,4.8,5.1,1,4,3,7,EXATAS,0.61847,2.2096
125875,Anna Tainara Penemaer de São Pedro,0,0,0,0,6.1,5.8,4.9,6,1,4,0,4,EXATAS,0.54772,2.3329
901244,Jonathas Daniel de Mendonça,1,1,1,1,0,0,0,0,1,3,2,4,DIFICULDADE,0,0.5
216117,Rose Apeil Obroeson,1,1,1,1,0,0,0,0,0,7,5,6,DIFICULDADE,0,"0,00"
885272,Alberto dos Santos da Nóbrega,0,0,0,0,5.4,5.2,6.2,4.6,1,15,5,4,EXATAS,0.66081,"2265,00"
971415,Murilo Ciro Valente,0,0,0,0,4.8,6.2,5.1,4.4,,2,0,3,DIFICULDADE,0.7719,0.9074
665614,Jânio Filipe de Lacerda Coutinho,1,1,1,1,0,0,0,,,2,2,7,DIFICULDADE,0,"0,00"
911896,Ana Lidiane Ige,0,0,0,0,7.1,6.8,6.9,,0,16,6,3,HUMANAS,0.15275,3.9552
832450,Elaine de Jesus,0,0,0,0,5.9,5.8,4.6,5.3,1,4,2,2,DIFICULDADE,0.59442,2.1731
299687,Nayara de Pereira Bahia da Silva,0,0,0,0,6.5,6.8,7.2,5,,5,3,6,HUMANAS,0.96047,1.1719
337048,Mariana Velma de Simões,1,1,3,1,0,0,0,,0,2,5,4,DIFICULDADE,0,"0,00"
941788,Ezequiel de Menezes Latyz,1,1,1,1,0,0,0,0,0,3,2,4,DIFICULDADE,0,"0,00"
585796,Nelson Jaziel Toim,0,0,0,0,6,6,4.8,4.6,1,9,3,4,DIFICULDADE,0.75498,2.1572
820481,Quitéria Teresa de Souza Yivic,0,0,0,0,5.7,6.2,6.8,,1,5,2,5,HUMANAS,0.55076,3.1896
699269,Carolina Genir da Silva de Barbosa,0,0,0,0,7.1,6.5,7.9,,1,2,5,3,HUMANAS,0.70238,3.6474
877502,David Antônio de Bezerra Odo,1,1,1,1,0,0,0,0,,5,2,3,DIFICULDADE,0,"0,00"
361263,Xavier Tivo Pekewohi de Souza,0,0,0,0,5.5,4.7,5.2,5.9,1,3,5,5,DIFICULDADE,0.5058,2.1894
686671,Matheus Hércules dos Santos,0,0,0,0,6.6,7,6.8,5,,7,1,6,HUMANAS,0.91469,1.1015
673204,Xerxes Prates,0,0,0,0,5.3,5.7,4.8,5.5,1,3,4,3,DIFICULDADE,0.38622,2.2008
857253,Quênia Mara das Neves Moeno,0,0,0,0,6.4,6.7,4.9,6.3,1,1,3,3,EXATAS,0.80156,2.6005
859326,Abigail Liane Nurernoin Enliã,0,0,0,0,6.7,7.3,6.9,6.9,0,3,2,3,HUMANAS,0.25166,3.5217
829737,Eva Fornzzem,1,1,1,1,0,0,0,0,1,5,2,1,DIFICULDADE,0,0.5
523437,Juan Gabriel Penedo Cossoz,0,0,0,0,6,6,5.5,6.1,1,2,5,3,EXATAS,0.2708,2.4474
311240,Rosa Soki de Maia,0,0,0,0,6,4.9,6.5,4.8,0,3,5,3,EXATAS,0.83467,2.8101
694381,Washington Elano de Barbosa da Silva,0,0,0,0,5.3,6.1,5.2,5.5,0,4,3,5,EXATAS,0.40311,2.8249
338003,Raíssa Fabiana Ima,0,0,0,0,6.4,6.2,5.2,6.2,0,3,4,4,EXATAS,0.5416,"2971,00"
577818,Juliano Wilson dos Pinhais Teles,0,0,0,0,4.8,4.8,4.9,,0,0,2,5,DIFICULDADE,0.05774,2.8006
